Rating,AccountId,NumberOfCustomers,NetValueCalculated,Number of transactions,SAPRelation,NumberOfEmployees,Industry
C,28495905,1,0.0,1,Customer,250>x>50,Service Industries
C,28507293,1,0.0,1,Customer,250>x>50,Service Industries
C,28511164,1,0.0,1,Customer,250>x>50,Service Industries
C,28512740,1,0.0,1,Customer,<50,Consumer Industries
C,3543145,1,0.0,1,Prospective Customer,250>x>50,Public Services
C,211780,1,45.76,1,Customer,250>x>50,Service Industries
C,1123275,1,49.0,1,Consultant,>250,Financial Services
C,27759486,1,55.49,1,Customer,250>x>50,Service Industries
C,19573797,1,56.13,1,Customer,<50,Service Industries
C,13959393,1,60.0,1,Consultant,>250,Financial Services
C,20667160,1,60.0,1,Customer,<50,Service Industries
C,2332144,1,60.0,1,Customer,<50,Service Industries
C,26913534,1,68.64,1,Customer,250>x>50,Service Industries
C,26701571,1,111.86,1,Customer,<50,Service Industries
C,24683022,1,116.95,1,Customer,<50,Service Industries
C,1096612,1,147.0,1,Consultant,>250,Energy and Natural Resources
C,26155867,1,175.83,1,Customer,250>x>50,Service Industries
C,9347283,1,225.0,1,Prospective Customer,250>x>50,Discrete Industries
C,28491114,1,250.0,1,Customer,250>x>50,Service Industries
C,28512466,1,250.0,1,Customer,<50,Consumer Industries
C,27895177,1,295.03,1,Customer,250>x>50,Service Industries
C,28483385,1,295.03,1,Customer,250>x>50,Service Industries
B,28206961,1,374.52,1,Customer,250>x>50,Service Industries
B,28506448,1,377.54,1,Customer,250>x>50,Service Industries
C,28519596,1,377.54,1,Customer,<50,Consumer Industries
C,7281141,1,377.54,1,Prospective Customer,250>x>50,Discrete Industries
C,10380703,1,419.49,1,Press/Analyst,>250,Energy and Natural Resources
B,26184999,1,419.49,1,Customer,250>x>50,Service Industries
C,28512468,1,419.49,1,Customer,<50,Consumer Industries
B,24974456,1,468.18,1,Customer,250>x>50,Service Industries
C,4983046,1,588.0,1,Prospective Customer,250>x>50,Discrete Industries
B,28382418,1,675.0,1,Customer,250>x>50,Service Industries
A,7367339,1,3203.39,1,Prospective Customer,250>x>50,Discrete Industries
C,169256,1,52.54,1,Customer,250>x>50,Service Industries
C,28522785,1,0.0,1,Customer,<50,Consumer Industries
C,28529232,1,0.0,1,Customer,<50,Consumer Industries
C,3431823,1,0.0,1,Prospective Customer,250>x>50,Public Services
C,4185716,1,0.0,1,Prospective Customer,250>x>50,Discrete Industries
C,4069538,1,53.92,1,Prospective Customer,250>x>50,Discrete Industries
C,19962730,1,195.36,1,Customer,<50,Service Industries
C,22891122,1,195.36,1,Customer,<50,Service Industries
C,10722628,1,225.0,1,Consultant,>250,Energy and Natural Resources
C,28529246,1,225.0,1,Customer,<50,Consumer Industries
C,28523136,1,280.18,1,Customer,<50,Consumer Industries
C,28528840,1,377.54,1,Customer,<50,Consumer Industries
C,28528842,1,377.54,1,Customer,<50,Consumer Industries
B,14494425,1,419.49,1,Consultant,250>x>50,Service Industries
C,28528791,1,419.49,1,Customer,<50,Consumer Industries
C,28527799,1,512.12,1,Customer,<50,Consumer Industries
B,25377764,1,513.72,1,Customer,250>x>50,Service Industries
C,28522776,1,704.54,1,Customer,<50,Consumer Industries
C,163863,1,600.0,1,Customer,<50,Service Industries
B,169201,1,600.0,1,Customer,250>x>50,Service Industries
C,23069491,1,755.08,1,Customer,<50,Service Industries
A,28485505,1,1437.0,1,Customer,250>x>50,Service Industries
B,1095921,1,1800.0,1,Consultant,>250,Energy and Natural Resources
C,28485502,1,0.0,1,Customer,250>x>50,Service Industries
C,28531925,1,0.0,1,Customer,<50,Consumer Industries
C,28531927,1,0.0,1,Customer,<50,Consumer Industries
C,28532087,1,0.0,1,Customer,<50,Consumer Industries
C,28532437,1,0.0,1,Customer,<50,Consumer Industries
C,28532536,1,0.0,1,Customer,<50,Consumer Industries
C,3149027,1,0.0,1,Prospective Customer,<50,Public Services
C,50045420,1,0.0,1,Prospective Customer,250>x>50,Discrete Industries
C,159935,1,49.0,1,Customer,<50,Service Industries
C,6631701,1,147.0,1,Prospective Customer,250>x>50,Discrete Industries
C,7244589,1,289.13,1,Prospective Customer,250>x>50,Discrete Industries
C,28532460,1,327.81,1,Customer,<50,Consumer Industries
C,19952824,1,415.91,1,Customer,<50,Service Industries
B,17369651,1,1170.0,1,Customer,<50,Service Industries
B,1096523,1,1800.0,1,Consultant,>250,Energy and Natural Resources
B,7137638,1,2041.53,1,Prospective Customer,250>x>50,Discrete Industries
A,1084663,1,6507.69,1,Consultant,>250,Energy and Natural Resources
C,22042819,1,45.57,1,Customer,250>x>50,Service Industries
C,160174,1,45.76,1,Customer,250>x>50,Consumer Industries
C,3012973,1,45.76,1,Prospective Customer,250>x>50,Public Services
C,28532610,1,61.02,1,Customer,<50,Consumer Industries
C,20062936,1,172.85,1,Customer,<50,Service Industries
B,10510731,1,1410.97,1,Consultant,>250,Energy and Natural Resources
C,1232890,1,0.0,1,Consultant,>250,Financial Services
C,12460678,1,0.0,1,Consultant,>250,Financial Services
C,14747402,1,0.0,1,Customer,250>x>50,Service Industries
C,15980112,1,0.0,1,Customer,<50,Service Industries
C,19347750,1,0.0,1,Customer,<50,Service Industries
C,22106988,1,0.0,1,Customer,250>x>50,Service Industries
C,24185857,1,0.0,1,Customer,<50,Service Industries
C,26891769,1,0.0,1,Customer,250>x>50,Service Industries
C,28485597,1,0.0,1,Customer,250>x>50,Service Industries
C,28533133,1,0.0,1,Customer,<50,Consumer Industries
C,28537079,1,0.0,1,Customer,<50,Consumer Industries
C,28543148,1,0.0,1,Customer,<50,Consumer Industries
C,28543265,1,0.0,1,Customer,<50,Consumer Industries
C,50046034,1,0.0,1,Prospective Customer,250>x>50,Discrete Industries
C,5343575,1,0.0,1,Prospective Customer,250>x>50,Discrete Industries
C,1227268,1,60.0,1,Consultant,>250,Financial Services
C,24577062,1,60.0,1,Customer,<50,Service Industries
C,27264478,1,225.0,1,Customer,250>x>50,Service Industries
C,28539286,1,225.0,1,Customer,<50,Consumer Industries
C,28542913,1,295.03,1,Customer,<50,Consumer Industries
C,10551868,1,377.54,1,Consultant,>250,Energy and Natural Resources
B,28187940,1,377.54,1,Customer,250>x>50,Service Industries
C,28538018,1,377.54,1,Customer,<50,Consumer Industries
C,28538788,1,377.54,1,Customer,<50,Consumer Industries
C,28541786,1,377.54,1,Customer,<50,Consumer Industries
B,11534279,1,419.49,1,Consultant,>250,Financial Services
B,222577,1,419.49,1,Customer,250>x>50,Service Industries
C,28543012,1,419.49,1,Customer,<50,Consumer Industries
C,28543135,1,512.12,1,Customer,<50,Consumer Industries
C,28537150,1,431.1,1,Customer,<50,Consumer Industries
C,26394335,1,468.18,1,Customer,<50,Service Industries
C,28546565,1,504.24,1,Customer,<50,Consumer Industries
C,832512,1,549.15,1,Prospective Customer,250>x>50,Discrete Industries
B,1219663,1,584.62,1,Consultant,>250,Financial Services
B,206425,1,1128.81,1,Customer,<50,Service Industries
C,3981488,1,603.97,1,Prospective Customer,250>x>50,Discrete Industries
C,28537384,1,675.0,1,Customer,<50,Consumer Industries
B,21141508,1,755.08,1,Customer,250>x>50,Service Industries
A,19091000,1,3600.0,1,Customer,<50,Service Industries
C,1240904,1,0.0,1,Consultant,>250,Financial Services
C,14212823,1,0.0,1,Consultant,>250,Financial Services
C,18277955,1,0.0,1,Customer,<50,Service Industries
C,28546712,1,0.0,1,Customer,<50,Consumer Industries
C,28547249,1,0.0,1,Customer,<50,Consumer Industries
C,28556701,1,0.0,1,Customer,250>x>50,Consumer Industries
C,3502954,1,0.0,1,Prospective Customer,<50,Public Services
C,165730,1,49.0,1,Customer,<50,Service Industries
C,6163232,1,49.0,1,Prospective Customer,250>x>50,Discrete Industries
C,1250021,1,58.97,1,Consultant,>250,Financial Services
C,180908,1,61.02,1,Customer,<50,Service Industries
C,26113575,1,83.23,1,Customer,250>x>50,Service Industries
C,12188258,1,225.0,1,Consultant,>250,Financial Services
B,14985691,1,377.54,1,Customer,250>x>50,Service Industries
B,25771145,1,377.54,1,Customer,250>x>50,Service Industries
C,28554792,1,377.54,1,Customer,<50,Consumer Industries
C,28556921,1,377.54,1,Customer,250>x>50,Consumer Industries
C,28557206,1,377.54,1,Customer,250>x>50,Consumer Industries
C,28557309,1,377.54,1,Customer,250>x>50,Consumer Industries
C,28557662,1,377.54,1,Customer,250>x>50,Consumer Industries
C,7360943,1,377.54,1,Prospective Customer,250>x>50,Discrete Industries
B,15824569,1,419.49,1,Customer,250>x>50,Service Industries
B,27225872,1,419.49,1,Customer,250>x>50,Service Industries
C,28528008,1,419.49,1,Customer,<50,Consumer Industries
C,28553874,1,419.49,1,Customer,<50,Consumer Industries
C,28557371,1,419.49,1,Customer,250>x>50,Consumer Industries
B,21045100,1,512.12,1,Customer,250>x>50,Service Industries
C,28554947,1,512.12,1,Customer,250>x>50,Consumer Industries
C,28556623,1,512.12,1,Customer,250>x>50,Consumer Industries
C,7199351,1,453.81,1,Prospective Customer,250>x>50,Discrete Industries
C,28546719,1,468.18,1,Customer,<50,Consumer Industries
C,28556056,1,479.0,1,Customer,250>x>50,Consumer Industries
C,7840980,1,479.0,1,Prospective Customer,250>x>50,Discrete Industries
C,28552537,1,495.0,1,Customer,<50,Consumer Industries
B,208269,1,528.81,1,Customer,250>x>50,Service Industries
C,28555032,1,755.08,1,Customer,250>x>50,Consumer Industries
A,22247869,1,1698.94,1,Customer,250>x>50,Service Industries
B,1100583,1,2250.0,1,Consultant,>250,Energy and Natural Resources
C,1237764,1,0.0,1,Consultant,>250,Financial Services
C,1244654,1,0.0,1,Consultant,>250,Financial Services
C,168087,1,0.0,1,Customer,250>x>50,Service Industries
C,170983,1,0.0,1,Customer,<50,Service Industries
C,183484,1,0.0,1,Customer,<50,Service Industries
C,28522546,1,0.0,1,Customer,<50,Consumer Industries
C,28522551,1,0.0,1,Customer,<50,Consumer Industries
C,28559366,1,0.0,1,Customer,250>x>50,Consumer Industries
C,28562132,1,0.0,1,Customer,<50,Consumer Industries
C,28564688,1,0.0,1,Customer,<50,Consumer Industries
C,956572,1,0.0,1,Prospective Customer,250>x>50,Discrete Industries
C,163124,1,52.54,1,Customer,<50,Service Industries
C,14736429,1,132.2,1,Customer,250>x>50,Service Industries
C,1095337,1,135.9,1,Consultant,>250,Energy and Natural Resources
C,28562134,1,295.03,1,Customer,<50,Consumer Industries
C,1118767,1,299.0,1,Consultant,>250,Financial Services
B,13657415,1,377.54,1,Consultant,>250,Financial Services
B,27266825,1,377.54,1,Customer,250>x>50,Service Industries
C,28561182,1,377.54,1,Customer,<50,Consumer Industries
C,28559503,1,419.49,1,Customer,250>x>50,Consumer Industries
C,28561123,1,419.49,1,Customer,<50,Consumer Industries
C,28559578,1,512.12,1,Customer,250>x>50,Consumer Industries
C,9218408,1,468.18,1,Prospective Customer,250>x>50,Discrete Industries
B,1196924,1,479.0,1,Consultant,>250,Financial Services
C,28559546,1,531.06,1,Customer,250>x>50,Consumer Industries
C,28559620,1,679.58,1,Customer,<50,Consumer Industries
B,26289725,1,693.0,1,Customer,250>x>50,Service Industries
B,1095612,1,1800.0,1,Consultant,>250,Energy and Natural Resources
A,21439304,1,1800.0,1,Customer,250>x>50,Service Industries
B,160363,1,2119.35,1,Customer,250>x>50,Consumer Industries
C,26372577,1,0.0,1,Customer,<50,Service Industries
C,28561053,1,0.0,1,Customer,<50,Consumer Industries
C,28563793,1,0.0,1,Customer,<50,Consumer Industries
C,28563842,1,0.0,1,Customer,<50,Consumer Industries
C,3043182,1,0.0,1,Prospective Customer,250>x>50,Public Services
C,22688594,1,50.34,1,Customer,<50,Service Industries
C,25961291,1,51.14,1,Customer,<50,Service Industries
C,17575588,1,53.39,1,Customer,<50,Service Industries
C,1214450,1,120.0,1,Consultant,>250,Financial Services
C,28566316,1,66.1,1,Customer,<50,Consumer Industries
C,6355655,1,66.1,1,Prospective Customer,<50,Discrete Industries
C,25060125,1,96.59,1,Customer,<50,Service Industries
C,25965973,1,99.0,1,Customer,<50,Service Industries
C,28564061,1,99.0,1,Customer,<50,Consumer Industries
C,170972,1,132.2,1,Customer,<50,Service Industries
C,1123597,1,179.0,1,Consultant,>250,Financial Services
C,9410391,1,179.0,1,Prospective Customer,250>x>50,Discrete Industries
C,9545392,1,179.0,1,Prospective Customer,250>x>50,Discrete Industries
C,28564361,1,225.0,1,Customer,<50,Consumer Industries
C,13187508,1,244.07,1,Consultant,>250,Financial Services
C,28564827,1,250.0,1,Customer,<50,Consumer Industries
C,8353141,1,250.0,1,Prospective Customer,250>x>50,Discrete Industries
C,28577734,1,327.81,1,Customer,<50,Consumer Industries
C,28565235,1,377.54,1,Customer,<50,Consumer Industries
C,28565628,1,377.54,1,Customer,<50,Consumer Industries
C,28578288,1,377.54,1,Customer,250>x>50,Consumer Industries
C,28563784,1,405.91,1,Customer,<50,Consumer Industries
C,28512436,1,1317.95,1,Customer,<50,Consumer Industries
C,28561084,1,419.49,1,Customer,<50,Consumer Industries
B,25636799,1,512.12,1,Customer,250>x>50,Service Industries
B,25822003,1,512.12,1,Customer,250>x>50,Service Industries
C,8379749,1,512.12,1,Prospective Customer,250>x>50,Discrete Industries
B,14694777,1,431.1,1,Customer,250>x>50,Service Industries
C,28563011,1,431.1,1,Customer,<50,Consumer Industries
C,4729414,1,468.18,1,Prospective Customer,250>x>50,Discrete Industries
C,28563732,1,479.0,1,Customer,<50,Consumer Industries
C,28577744,1,504.24,1,Customer,<50,Consumer Industries
B,1223918,1,588.0,1,Consultant,>250,Financial Services
C,28573748,1,675.0,1,Customer,<50,Consumer Industries
C,28577581,1,755.08,1,Customer,<50,Consumer Industries
A,14373187,1,1404.55,1,Consultant,>250,Financial Services
B,6666674,1,2000.0,1,Prospective Customer,250>x>50,Discrete Industries
A,7194159,1,4488.14,1,Prospective Customer,250>x>50,Discrete Industries
C,954903,1,49.0,1,Prospective Customer,250>x>50,Discrete Industries
C,28580077,1,66.1,1,Customer,250>x>50,Consumer Industries
C,7000737,1,106.78,1,Prospective Customer,250>x>50,Discrete Industries
C,28579935,1,150.0,1,Customer,250>x>50,Consumer Industries
C,28580891,1,250.0,1,Customer,250>x>50,Consumer Industries
C,25640388,1,298.01,1,Customer,250>x>50,Service Industries
C,22749720,1,377.54,1,Customer,<50,Service Industries
B,28506078,1,881.78,1,Customer,250>x>50,Service Industries
C,28579941,1,377.54,1,Customer,250>x>50,Consumer Industries
C,28580830,1,377.54,1,Customer,250>x>50,Consumer Industries
C,28580075,1,512.12,1,Customer,250>x>50,Consumer Industries
C,19766567,1,427.12,1,Customer,<50,Service Industries
C,912365,1,588.0,1,Prospective Customer,<50,Discrete Industries
C,203125,1,679.58,1,Customer,<50,Service Industries
A,2650117,1,1800.0,1,Customer,250>x>50,Service Industries
A,50021998,1,6835.24,1,Prospective Customer,250>x>50,Discrete Industries
C,26999509,1,53.39,1,Customer,250>x>50,Service Industries
C,850527,1,91.53,1,Prospective Customer,250>x>50,Discrete Industries
C,23221893,1,106.78,1,Customer,<50,Service Industries
C,23878924,1,147.0,1,Customer,<50,Service Industries
B,25845725,1,479.0,1,Customer,250>x>50,Service Industries
C,40360,1,756.0,1,Prospective Customer,250>x>50,Discrete Industries
A,1196292,1,1800.0,1,Consultant,>250,Financial Services
A,1256782,1,1800.0,1,Consultant,>250,Financial Services
C,12424251,1,0.0,1,Consultant,>250,Financial Services
C,4952561,1,0.0,1,Prospective Customer,<50,Discrete Industries
C,172849,1,45.76,1,Customer,<50,Service Industries
C,11472847,1,49.0,1,Consultant,>250,Financial Services
C,14588460,1,53.39,1,Customer,250>x>50,Service Industries
C,1191376,1,56.41,1,Consultant,>250,Financial Services
C,24289295,1,61.02,1,Customer,<50,Service Industries
C,1089162,1,147.0,1,Consultant,>250,Energy and Natural Resources
C,28606433,1,220.65,1,Customer,250>x>50,Consumer Industries
C,27210526,1,245.16,1,Customer,250>x>50,Service Industries
C,28602388,1,374.52,1,Customer,250>x>50,Consumer Industries
C,28601994,1,416.13,1,Customer,250>x>50,Consumer Industries
C,28602424,1,416.13,1,Customer,250>x>50,Consumer Industries
B,27851274,1,1067.8,1,Customer,250>x>50,Service Industries
B,6411665,1,1800.0,1,Prospective Customer,250>x>50,Discrete Industries
C,1115755,1,0.0,1,Consultant,>250,Energy and Natural Resources
C,1211889,1,0.0,1,Consultant,>250,Financial Services
C,5613576,1,0.0,1,Prospective Customer,250>x>50,Discrete Industries
C,7323637,1,0.0,1,Prospective Customer,250>x>50,Discrete Industries
C,18096359,1,50.28,1,Customer,<50,Service Industries
C,207885,1,50.28,1,Customer,<50,Service Industries
C,162120,1,53.16,1,Customer,<50,Service Industries
C,161976,1,53.83,1,Customer,<50,Service Industries
C,23243678,1,53.83,1,Customer,<50,Service Industries
C,31775,1,53.83,1,Prospective Customer,250>x>50,Public Services
C,32846,1,53.83,1,Prospective Customer,250>x>50,Public Services
C,6508638,1,53.83,1,Prospective Customer,250>x>50,Discrete Industries
C,173279,1,57.73,1,Customer,<50,Service Industries
C,209940,1,61.02,1,Customer,250>x>50,Service Industries
C,165138,1,150.84,1,Customer,<50,Service Industries
C,28610344,1,225.0,1,Customer,<50,Consumer Industries
C,7847391,1,250.0,1,Prospective Customer,250>x>50,Discrete Industries
C,28609398,1,295.03,1,Customer,250>x>50,Consumer Industries
C,28610001,1,295.03,1,Customer,<50,Consumer Industries
C,957714,1,323.0,1,Prospective Customer,250>x>50,Discrete Industries
C,24542608,1,327.81,1,Customer,<50,Service Industries
C,2530839,1,374.52,1,Customer,<50,Service Industries
B,11608977,1,377.54,1,Consultant,>250,Financial Services
C,28608927,1,377.54,1,Customer,250>x>50,Consumer Industries
C,28610672,1,377.54,1,Customer,<50,Consumer Industries
C,28610291,1,419.49,1,Customer,<50,Consumer Industries
B,27264910,1,512.12,1,Customer,250>x>50,Service Industries
C,6128839,1,512.12,1,Prospective Customer,250>x>50,Discrete Industries
C,19835757,1,453.81,1,Customer,<50,Service Industries
B,28605056,1,1077.0,1,Customer,250>x>50,Consumer Industries
C,28609033,1,679.58,1,Customer,250>x>50,Consumer Industries
C,7433059,1,679.58,1,Prospective Customer,250>x>50,Discrete Industries
B,27600601,1,1097.49,1,Customer,250>x>50,Service Industries
B,24307625,1,1128.33,1,Customer,<50,Service Industries
B,28609031,1,1475.17,1,Customer,250>x>50,Consumer Industries
A,1248461,1,2256.06,1,Consultant,>250,Financial Services
A,14244950,1,7374.84,1,Consultant,>250,Financial Services
C,9362457,1,0.0,1,Prospective Customer,250>x>50,Discrete Industries
C,26594228,1,250.0,1,Customer,<50,Service Industries
C,28615826,1,250.0,1,Customer,<50,Consumer Industries
C,28616147,1,250.0,1,Customer,<50,Consumer Industries
C,28610456,1,374.52,1,Customer,<50,Consumer Industries
C,28610462,1,374.52,1,Customer,<50,Consumer Industries
B,25821643,1,377.54,1,Customer,250>x>50,Service Industries
C,28627681,1,377.54,1,Customer,<50,Consumer Industries
